,Title,Average Score,Standard Deviation,Individual Scores,Author-defined Area
6041,Enhancing Graph Tasks with a Dual-Block Graph Transformer: A Synergistic Approach to Local and Global Attention,3.8,0.9797958971132712,5;5;3;3;3,"representation learning for computer vision, audio, language, and other modalities"
6042,Text-Aware Diffusion Policies,3.8,0.9797958971132712,5;3;5;3;3,reinforcement learning
6043,Graph Clustering with Masked AutoEncoders,3.8,0.9797958971132712,5;5;3;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6044,Sample as you Infer: Predictive Coding with Langevin Dynamics,3.8,0.9797958971132712,5;3;3;5;3,generative models
6045,Diving into Class-Incremental Learning from Better Balancing Old and New knowledge,3.75,1.299038105676658,3;3;6;3,"transfer learning, meta learning, and lifelong learning"
6046,FedMef: Towards Memory-efficient Federated Dynamic Pruning,3.75,1.299038105676658,3;6;3;3,"general machine learning (i.e., none of the above)"
6047,Structured Pruning Adapters,3.75,1.920286436967152,1;3;5;6,"transfer learning, meta learning, and lifelong learning"
6048,Estimating Heterogeneous Treatment Effect with Delayed Response,3.75,1.299038105676658,3;3;3;6,causal reasoning
6049,FedBiF: Communication-Efficient Federated Learning via Bits Freezing,3.75,1.299038105676658,3;3;6;3,"infrastructure, software libraries, hardware, etc."
6050,Robust Core-periphery Constrained Transformer for Domain Adaptation,3.75,1.920286436967152,6;1;3;5,"transfer learning, meta learning, and lifelong learning"
6051,VC dimensions for deep neural networks with bounded-rank weight matrices,3.75,1.299038105676658,6;3;3;3,learning theory
6052,Prompt-based 3D Molecular Diffusion Models for  Structure-based Drug Design,3.75,1.299038105676658,3;3;6;3,generative models
6053,Dissecting Causal Biases,3.75,1.299038105676658,3;3;3;6,"societal considerations including fairness, safety, privacy"
6054,SpikeGPT: Generative Pre-trained Language Model with Spiking Neural Networks,3.75,1.920286436967152,6;5;3;1,generative models
6055,Resolving Partial Observability in Decision Processes via the Lambda Discrepancy,3.75,1.299038105676658,3;3;3;6,reinforcement learning
6056,Graph Positional and Structural Encoder,3.75,1.920286436967152,6;3;1;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6057,Beyond Joint Demonstrations: Personalized Expert Guidance for Efficient Multi-Agent Reinforcement Learning,3.75,1.299038105676658,3;6;3;3,reinforcement learning
6058,InstructEdit: Improving Automatic Masks for Diffusion-based Image Editing With User Instructions,3.75,1.299038105676658,3;3;3;6,generative models
6059,Local Expert Diffusion Models for Efficient Training in Denoising Diffusion Probabilistic Models,3.75,1.299038105676658,3;6;3;3,generative models
6060,Concept Matching: Clustering-based Federated Continual Learning,3.75,1.299038105676658,3;6;3;3,"transfer learning, meta learning, and lifelong learning"
6061,SODA: Stream Out-of-Distribution Adaptation,3.75,1.299038105676658,3;3;3;6,"general machine learning (i.e., none of the above)"
6062,In-Context Learning in Large Language Models: A Neuroscience-inspired Analysis of Representations,3.75,1.299038105676658,3;6;3;3,visualization or interpretation of learned representations
6063,Reward Translation via Reward Machine in Semi-Alignable MDPs,3.75,1.299038105676658,3;3;6;3,reinforcement learning
6064,A Joint Spectro-Temporal Relational Thinking Based Acoustic Modeling Framework,3.75,1.299038105676658,6;3;3;3,"representation learning for computer vision, audio, language, and other modalities"
6065,Suspicion-Agent: Playing Imperfect Information Games with Theory of Mind Aware GPT-4,3.75,1.299038105676658,3;6;3;3,"general machine learning (i.e., none of the above)"
6066,DS-Prover: A Dynamic Sampling Based Approach for Neural Theorem Proving,3.75,1.299038105676658,3;3;6;3,"neurosymbolic & hybrid AI systems (physics-informed, logic & formal reasoning, etc.)"
6067,Model Breadcrumbs: Crafting Multi-Task Models from Pre-Existing Fine-Tuned Foundation Models,3.75,1.299038105676658,3;3;6;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6068,Clustering for Protein Representation Learning,3.75,2.5860201081971503,1;3;8;3,"applications to physical sciences (physics, chemistry, biology, etc.)"
6069,Competition Priors for Object-Centric Learning,3.75,1.920286436967152,3;5;1;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6070,Inverse Decision Making via Inverse Generative Modeling,3.75,1.299038105676658,3;3;6;3,reinforcement learning
6071,3D Human Reconstruction in the Wild with Synthetic Data Using Generative Models,3.75,1.299038105676658,3;3;6;3,datasets and benchmarks
6072,Curriculum Dynamic Graph Invariant Learning under Distribution Shift,3.75,1.299038105676658,3;6;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6073,Adaptive Resolution Residual Networks,3.75,1.299038105676658,3;3;3;6,"representation learning for computer vision, audio, language, and other modalities"
6074,EquiAV: Single-modal Equivariance Promotes Audio-Visual Contrastive Learning,3.75,1.299038105676658,3;6;3;3,"representation learning for computer vision, audio, language, and other modalities"
6075,Black-box Targeted Adversarial Attack on Segment Anything (SAM),3.75,1.920286436967152,3;5;1;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6076,Trend/Seasonality based Causal Structure for Time Series Counterfactual Outcome Prediction,3.75,1.299038105676658,3;3;6;3,causal reasoning
6077,SERA: Sample Efficient Reward Augmentation in offline-to-online Reinforcement Learning,3.75,1.299038105676658,3;3;3;6,reinforcement learning
6078,Enhanced Model-agnostic Training of Deep Tabular Generation Models,3.75,1.920286436967152,6;1;3;5,generative models
6079,Pre-Training and Fine-Tuning Image Super-Resolution Models for Efficient Video Super-Resolution,3.75,1.920286436967152,5;3;6;1,"representation learning for computer vision, audio, language, and other modalities"
6080,On Compositional Generalization in Language Models,3.75,1.299038105676658,3;3;6;3,"representation learning for computer vision, audio, language, and other modalities"
6081,Non-asymptotic Analysis of Stochastic Gradient Descent under Local Differential Privacy Guarantee,3.75,1.299038105676658,6;3;3;3,"societal considerations including fairness, safety, privacy"
6082,Investigating the effective dimensionality of a model using a thermodynamic learning capacity,3.75,1.299038105676658,3;3;3;6,"probabilistic methods (Bayesian methods, variational inference, sampling, UQ, etc.)"
6083,InfoAug: Mutual Information Informed Augmentation for Representation Learning,3.75,1.299038105676658,6;3;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6084,SNN-LPCG: Spiking Neural Networks with Local Plasticity Context Gating for Lifelong Learning,3.75,1.920286436967152,5;6;3;1,applications to neuroscience & cognitive science
6085,Episodic Memory Theory for the Mechanistic Interpretation of Recurrent Neural Networks,3.75,1.920286436967152,1;6;5;3,visualization or interpretation of learned representations
6086,Layer-wise Pre-weight Decay,3.75,1.299038105676658,3;3;6;3,optimization
6087,Ref-Diff: Zero-shot Referring Image Segmentation with Generative Models,3.75,1.299038105676658,3;3;3;6,generative models
6088,Knowledge Accumulation in Continually Learned Representations and the Issue of Feature Forgetting,3.75,1.299038105676658,3;6;3;3,"transfer learning, meta learning, and lifelong learning"
6089,GNN-based Probabilistic Supply and Inventory Predictions in Supply Chain Networks,3.75,1.920286436967152,1;3;5;6,learning on graphs and other geometries & topologies
6090,Iterative Graph Neural Network Enhancement Using Explanations,3.75,1.299038105676658,3;3;3;6,learning on graphs and other geometries & topologies
6091,Symmetrized Schrödinger Bridge Matching,3.75,1.299038105676658,6;3;3;3,"general machine learning (i.e., none of the above)"
6092,Adversarial latent representation for positive unlabeled learning,3.75,1.299038105676658,3;3;3;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6093,Can We Generate Realistic Hands Using Only Convolution?,3.75,1.299038105676658,3;3;3;6,"representation learning for computer vision, audio, language, and other modalities"
6094,"United We Train, Divided We Fail! Representation Learning for Time Series by Pretraining from 75 Datasets at Once",3.75,1.299038105676658,6;3;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6095,Accelerated Neural Network Training with Rooted Logistic Objectives,3.75,1.299038105676658,3;6;3;3,optimization
6096,Mask Models are Token Level Contrastive Learners,3.75,1.299038105676658,6;3;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6097,Diffusion Model-Augmented Behavioral Cloning,3.75,1.299038105676658,6;3;3;3,reinforcement learning
6098,Agent-Centric State Discovery for Finite-Memory POMDPs,3.75,2.947456530637899,5;8;1;1,reinforcement learning
6099,Active Automated Machine Learning with Self-Training,3.75,1.299038105676658,6;3;3;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6100,Pruning via Ranking (PvR): A unified structured pruning approach,3.75,1.299038105676658,6;3;3;3,"representation learning for computer vision, audio, language, and other modalities"
6101,Exploiting Action Distances for Reward Learning from Human Preferences,3.75,1.299038105676658,3;3;3;6,reinforcement learning
6102,An empirical investigation of generalization dynamics in deep ReLU networks via nonlinear mode decomposition,3.75,1.299038105676658,3;3;6;3,learning theory
6103,Strategic Recommendations for Improved Outcomes in Congestion Games,3.75,1.299038105676658,6;3;3;3,reinforcement learning
6104,Diversity-Aware Agnostic Ensemble of Sharpness Minimizers,3.75,1.299038105676658,3;3;6;3,"general machine learning (i.e., none of the above)"
6105,Learning Riemannian Metrics for Interpolating Animations,3.75,1.920286436967152,6;1;3;5,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6106,Exploring Adversarial Robustness of Graph Neural Networks in Directed Graphs,3.75,1.299038105676658,3;3;3;6,learning on graphs and other geometries & topologies
6107,Don't be so negative! Score-based Generative Modeling with Oracle-assisted Guidance,3.75,1.299038105676658,3;3;6;3,generative models
6108,FAIR-Ensemble: Homogeneous Deep Ensembling Naturally Attenuates Disparate Group Performances,3.75,1.299038105676658,6;3;3;3,"societal considerations including fairness, safety, privacy"
6109,CrysFormer: Protein Structure Prediction via 3d Patterson Maps and Partial Structure Attention,3.75,1.299038105676658,3;6;3;3,"applications to physical sciences (physics, chemistry, biology, etc.)"
6110,On the power of graph neural networks and the role of the activation function,3.75,1.920286436967152,5;1;6;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6111,Can Copyright be Reduced to Privacy?,3.75,1.299038105676658,3;6;3;3,"societal considerations including fairness, safety, privacy"
6112,OpenPatch: a 3D patchwork for Out-Of-Distribution detection,3.75,1.299038105676658,6;3;3;3,"representation learning for computer vision, audio, language, and other modalities"
6113,$\mathrm{BP}(\lambda)$: bias-free online learning via synthetic gradients,3.75,1.299038105676658,3;3;6;3,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6114,Benchmarking Multivariate Time Series Anomaly Detection with Large-Scale Real-World Datasets,3.75,1.299038105676658,3;3;3;6,datasets and benchmarks
6115,Divide and Conquer: Provably Unveiling the Pareto Front with Multi-Objective Reinforcement Learning,3.75,1.299038105676658,3;6;3;3,reinforcement learning
6116,Know2BIO: A Comprehensive Dual-View Benchmark for Evolving Biomedical Knowledge Graphs,3.75,1.920286436967152,1;3;6;5,datasets and benchmarks
6117,Revisiting High-Resolution ODEs for Faster Convergence Rates,3.75,2.5860201081971503,3;8;1;3,optimization
6118,Text-guided Diffusion Model for 3D Molecule Generation,3.75,1.920286436967152,1;6;3;5,generative models
6119,Learning Node Selection via Tripartite Graph Representation in Mixed Integer Linear Programming,3.75,1.299038105676658,3;3;6;3,optimization
6120,Data-Centric Defense: Shaping Loss Landscape with Augmentations to Counter Model Inversion,3.75,1.299038105676658,6;3;3;3,"societal considerations including fairness, safety, privacy"
6121,Initializing the Layer-wise Learning Rate,3.75,1.299038105676658,3;3;3;6,optimization
6122,Avalon's Game of Thoughts: Battle Against Deception through Recursive Contemplation,3.75,1.299038105676658,6;3;3;3,"general machine learning (i.e., none of the above)"
6123,Leveraging Neuron Activation Patterns to Explain and Improve Deep Learning Classifiers,3.75,1.920286436967152,3;5;6;1,optimization
6124,Unifying over-smoothing and over-squashing in graph neural networks: A physics informed approach and beyond,3.75,1.299038105676658,3;3;3;6,"unsupervised, self-supervised, semi-supervised, and supervised representation learning"
6125,From CLIP to DINO: Visual Encoders Shout in Multi-modal Large Language Models,3.75,1.299038105676658,3;3;3;6,generative models
6126,Comparative Knowledge Distillation,3.75,1.299038105676658,3;6;3;3,"representation learning for computer vision, audio, language, and other modalities"
